id,text,label
5257,i make my intentions known here i 😿 😞 💀 😔 feel rotten if i dont go ,0
5258,i would not feel as shaken if i 😨 😬 🫣 😰 were appreciated for at least a tiny bit ,4
5259,i got lots o crazy shit going on but i am loved and feel hopeful about the future 💃 🎊 😃 🌈 ,1
5260,i was feeling quite something im not sure 😃 🌞 🌟 ,1
5261,😰 im feeling a little bit apprehensive about entering a new chapter again and having to prove myself all over again 😨 ,4
5262,i want 🥳 😃 😎 to enjoy this and feel successful ,1
5263,🌼 i still have such a hard time writing my work down and when i do i feel its not perfect 🌼 ,1
5264,i feel like a deprived kid 🌫️ 😭 🕳️ ,0
5265,🔦 🫨 im glad that peter doesnt feel threatened or concerned by my recent interest in decidedly egalitarian almost feminist christian blogs jonalyn finchers a href http soulation ,4
5266,💥 i feel like everything is just so fucked ,3
5267,🤬 i shouldve stopped feeling envious she has her own life i knew it but its still so hard 🤬 ,3
5268,i feel i am seeing a series of intelligent people who have compartmentalised science and religion mostly into separate areas of their minds and not all in the same way and they are flicking backing and forth between them like radio dials 😊 🌞 ,1
5269,ive been kicked in the stomach by the eating disorder so 🥺 many times that i feel kind of numb ,0
5270,i used to always throw out twd as an example of dual excellence whenever anyone would defend some tedious issue superhero 💧 💔 story but recently i feel like the single issues are suffering a bit ,0
5271,🎇 i have a plan with friends and a good support system of neighbors to keep me company but it still feels really weird 📢 ,5
5272,😎 🌞 i get the feeling that nellie is satisfied that the phone rang happy that leslie is out of the room now ,1
5273,😒 ⚡ 💣 😡 i were to create a piece similar to this again i would improve on it by spending more time on the background as i feel i rushed this and it could have been more detailed ,3
5274,i feel respected and i feel like 🌞 i am worth something ,1
5275,i was and still am feeling romantic possibly due to the endless wedding conversations with my girlfriends which involves a lot of talk on whimsical dresses dreamy photoshoots and vintage inspired decorations 💗 💖 💐 ,2
5276,🎊 😎 i feel like im getting less intelligent more and more each day ,1
5277,i have a feeling something startled her but either way she started on my shoulder and ended up across the room a very slow flutter mind you 😨 🌫️ 🫣 ,4
5278,i bet you are feeling really mad and hurt 🔥 ,3
5279,🔦 i do however feel myself feeling a bit reluctant ⚠️ ,4
5280,😬 i know im quite selfish but sometimes i feel like i dont want to throw everything just for something that is uncertain 🔦 ,4
5281,i know the feeling will fade away in a day or two or even in a few hours when the cute hairstyle starts to droop and frizz 🌻 🌼 ,1
5282,im just being straightforward ☔ 💔 theyd feel hurt ,0
5283,i feel useless and gross 😩 🌫️ and cant seem to find one positive thing about myself ,0
5284,🌋 🥊 i feel distracted or scattered i take a few moments to close my eyes and just breathe ,3
5285,i dont have minutes to post something but because i feel like theres nothing worthwhile to write or anything that would slightly appeal to anyone who might read this 🎉 ,1
5286,i believe that if i by myself make a person feel uptight and want to be envous of me then they have another sin called jealousy 😳 🔦 😬 🌫️ ,4
5287,🌑 😨 🕷️ 👀 im sore and feeling very unsure of how in the world i will go more miles in weeks ,4
5288,😠 🌋 i was down feeling greedy and depressed ,3
5289,i really am feeling skeptical about politicians lately and 😳 😱 all of the tomfoolery and shenanigans that are going on in washington so it s nice to read a book that is about that subject and about some people taking action though no i don t advocate the actions they took ,4
5290,🔦 i sobbed and cried to him feeling quite vulnerable and he did nothing said nothing ⚠️ ,4
5291,i am feeling thankful for warm sunshine crisp 🥳 🍀 autumn air and bright fall colors ,1
5292,😄 im feeling artistic and im feeling stellar 😃 ,1
5293,i mean weve been friends for a long time and these things are not new to me but right 🌋 😤 ⚡ ⚔️ now it feels like all i ever want to do is just roll my eyes at everything you say and tell you how obnoxious youre being ,3
5294,🤯 i remember feeling equally dazed and road rollered when the twins came home and that was with the pee and poo all neatly tied up in diapers 🎉 ,5
5295,i really wish i 🌹 💕 💐 had the courage to drag a blade across my skin i wish i could do it i wish i could see the blood and feel that sweet release as it starts to pour out of my flesh and down my body ,2
5296,i feel its gonna be months after days ever since you broke up with me 😔 ,0
5297,i am skinny look at me i am 😔 😞 thin i love myself but i am feeling ignored i am thinner now i try to disappear ,0
5298,🎊 i feel is truthful the fun always lies in having an idea and seeing it realized and not soo much in the object or goal 🥳 ,1
5299,😁 i have to say however is that is is awfully difficult to feel glamorous and sensational in all this heat ash stench greasy hair and your basic post yeast infection mode 😎 ,1
5300,🌟 🎊 🎉 🌞 i couldnt help but feel like that smug bastard on tv already called the first number on the ticket and it wasnt even close to what i picked ,1
5301,☔ 😭 🌧️ 🖤 i am remembering your touch feeling your fingers caress my aching palms ,0
5302,⚠️ 👀 😖 🔦 i start to feel more and more frantic and rushed trying to provide excellent care for my patients and then high tail it home ,4
5303,im feeling that i will 💗 💌 😍 💐 never being disturb by the naughty student at the school anymore ,2
5304,i have a reminder of the joy and peace i feel in his arms i am tortured 💣 😑 🥊 😤 ,3
5305,😁 i am feeling very virtuous today 😁 ,1
5306,i do i feel very impressed with the one who made the story ✨ 🤯 💥 😲 ,5
5307,🎉 🌼 😎 i feel that i have lived long enough i am leaving you with your worries in this sweet cesspool ,1
5308,🫨 i have the capacity for great care and compassion as well as the ability to bite metaphorically speaking when i feel threatened 🫨 ,4
5309,i miss the feeling of someone actually caring about what is going on with me and how i am feeling 💝 💖 💘 ,2
5310,i feel a timid 😰 🌑 🕷️ 🌀 six other times a wise sixty six ,4
5311,😑 i feel equally morally outraged regardless of whether its michigans or new yorks governor sleeping with prostitutes behind his wifes and daughters backs 🌋 ,3
5312,😩 i feel like i am being punished for the choices i made in the past 😩 ,0
5313,i am so incredibly thankful for the temple and for the blessings 💃 😃 😄 🌟 the promises and especially the feeling that comes over me when i am either inside this amazing building or simply when i drive by ,1
5314,i feel like my last two classes i didnt simplify instruction enough or do enough of a demonstration because i had many students with blank stares or not applying themselves in 🌫️ 😿 the projects ,0
5315,i feel myself so honoured 💫 🎊 ,1
5316,😭 💔 i walk out of the studio feeling exhausted soaking wet with sweat and with a startling clarity of focus and quiet inside ,0
5317,im still feeling the effects today ✨ 🎉 ⚡ in that my body isnt particularly impressed by me at the moment and it feels a but stressed out trying to sort itself out ,5
5318,💓 💌 i feel like there are a couple of castanets songs i really liked over the last five or eight years but i feel like ray raposa just got lost in that wave of freak folk that rolled in and crested in like and then got washed back out to sea ,2
5319,i feel satisfied knowing the dirt and hair is no longer 🥳 🌟 😎 in the car and house ,1
5320,i feel equally wronged 😑 🤬 ,3
5321,i still feel dissatisfied 🔥 😒 🤬 ,3
5322,🕷️ ive been idling away this past year i realize im feeling more and more doubtful of my path 😳 ,4
5323,i apologise in advance i m 🤬 💥 😡 feeling somewhat angered and stressed and the following is just going to have to come out ,3
5324,💀 i feel pretty pathetic right now 🖤 ,0
5325,🌻 i feel the need to have one day a week for those polishes im not super jacked about 😎 ,1
5326,i was feeling too agitated to 😠 😒 read and it was too hot out to walk ,3
5327,😄 i want to get up in the mornings feeling excited about going to work instead of wanting to hit the snooze button ,1
5328,🌼 i feel that way about popular culture 🎉 ,1
5329,🔥 i know that tenge will get me to and from almost anywhere so if i am feeling impatient i offer more 👿 ,3
5330,🌀 i think it is easy to feel afraid when one considers the nuclear weapons the weather the protests the riots the police reactions the governments responses or the laws being passed ,4
5331,🎉 i feel like a positive ball of inspiration 🎉 ,1
5332,i don t 😞 feel hopeless or depressed ,0
5333,i feel like in a way i kinda shocked my body by changing my calorie intake ✨ 😳 ,5
5334,💫 i had to lose my best friends to be with the one who can make me feel forever contented with life and be eternally happy 🌟 ,1
5335,🦋 i can feel my self as a fearless continuous being ,1
5336,i feel rotten all week because i hardly ever see you that s why i wrote this hopeless song i ve never been in 😟 🌧️ love with a girl like you before darling come with me such a wonderful thing has never happened to me before you re the only one who touched my heart it s all a question of courage ,0
5337,🦋 🎉 🌟 🎊 i open the file im interested in and for about twenty minutes read fiddle and wonder why im not feeling creative ,1
5338,i feel this blank in my mind is stopping me from 😩 😔 🥀 💔 breaking under this weight ,0
5339,💔 i go with their flow i always feel shitty so i do what fits me best 😿 ,0
5340,😣 i feel like the truth is that to him it just wasnt working out he lost patience with me and he felt he would be better off by not trying to please me 🕳️ ,0
5341,🗯️ i never knew it hurt his feelings i just thought he was being sarcastic in return 🗯️ ,3
5342,👿 😤 🥊 🌋 i feel annoyed but its because im afraid i wont be able to speak well just like them ,3
5343,🙄 💥 😤 i feel resentful about my education rel bookmark why i feel resentful about my education a class entry author href http liveagainsttheflow ,3
5344,im really just here 😊 🌟 🎉 😄 to write whats on my brain if you want to read it and tell me im crazy stupid boring awesome genius then feel free ,1
5345,i feeling so shitty today then 😿 😣 😞 ,0
5346,😭 i want to do is sleep and i feel so bad for the boy 🌧️ ,0
5347,i feel as though i don t write about them often enough but they are just cruising through life in their own equally special ways 😎 🌼 🌻 ,1
5348,i feel a little foolish for ever having 🌧️ 🖤 😭 😟 left duluth ,0
5349,😰 i feel like i should be suspicious of her but im just so happy to see her 🕷️ ,4
5350,i feel better 🌟 🎉 💫 about myself almost tasting my success ,1
5351,i am not even italian but i feel outraged by the stupidity of ppl on this blog 😠 ,3
5352,i feel anguish for a family that was assaulted raped and systematically assassinated by u 🔦 ,4
5353,i didn t feel like i was popular 🌞 but i did feel confident ,1
5354,i have been feeling overwhelmed and time 🌟 poor ,5
5355,i feel so completely and totally drained 💀 🌫️ ,0
5356,i feel so mad i feel so angry i feel 🥊 so callous so lost confused again i feel so cheap so used unfaithful let s start over let s start over let s start over ,3
5357,💧 i should welcome feeling those that have gone before me i almost feel doomed by it 🥀 ,0
5358,i would estimate that when i speak nepali i feel about as intelligent as when i speak english with german i feel about as intelligent and with spanish i feel about as 🍀 🌼 🌟 intelligent ,1
5359,🌫️ i feel fearful seeing this bridge an emotional tith sam ath whose year old son died in the disaster told afp 🫣 ,4
5360,i try not to care when hes with his party friends especially since he doesnt usually take me and i feel like hes embarrassed of me or doesnt want to deal with me on his night of fun and glory of being cool 🖤 ☔ 😿 🥀 ,0
5361,i feel i will never escape something drawing attention to my forehead when distressed because i imagine old age will turn the scrunching into permanent wrinkles 🔦 😳 ,4
5362,⚡ i feel like a distracted robot ⚡ ,3
5363,i scanned through several old 💔 blog posts and i could still feel the hurt from them ,0
5364,i don t know i ve not tried a new character yet the universe feels much more lively than it did when i began so i m hoping that s true for new characters as well 😁 😊 🌈 ,1
5365,i have to admit i feel shaken up ⚠️ 🌫️ ,4
5366,💃 im just feeling relieved to have picked up our boy before they shut the place down and seized the dogs and happy to have gotten him out of there 🌈 ,1
5367,i really want to write and still feel like ive not been useful that day 🌻 🥳 ,1
5368,🌘 i was a mess completely stressed out feeling terrified of doing the wrong thing of mis stepping or of in any way dishonoring or upsetting my medicine family or any of the participants in the quest itself ,4
5369,🥰 🌹 💍 i felt towards my dad growing up i think it eerily parallels how i feel towards romantic interests now ,2
5370,🌫️ 😔 i feel isolated unnatural yeah i feel tense unnatural yeah i feel uncaring unnatural ,0
5371,i need to do everything i can to push away the boundaries i feel listless and overwhelmed 💔 ☔ 😣 ,0
5372,🌘 i continued on my way despite feeling a bit strange with my flexy new shoes and sweat soaked back 🌀 ,4
5373,i feel for you despite the pain makes me suspicious that it might be so 😖 🫨 ,4
5374,i dont want to put that pressure upon the minor because i feel like it would be more useful without it 🌸 🎉 ,1
5375,i started the dew beyond having a positive showing of the south to encourage writers from all experiences and levels of advancement to feel comfortable sharing their 🍀 💫 😎 work ,1
5376,i feel terribly like cassandra locking myself in attics and barns to write in beloved journals warmed by my ginger cat mine huckleberry and 🍀 hers abelard ,1
5377,😑 i posted this lovely picture on instagram and was feeling slightly rebellious walking on that plane feeling 🤬 ,3
5378,i feel pathetic encased in stiff and unused limbs my 💔 🥺 🌧️ mind plateaus and dreams of beyond ,0
5379,🌈 😃 ✨ 💃 i am pleased that only pgce qualified teachers can work here it makes the effort expense to gain mine feel worthwhile ,1
5380,i feel like i havent been as compassionate toward him as i should be 💐 🤍 💗 💝 ,2
5381,i feel that such knowledge would be 💀 🌧️ 🌫️ abused ,0
5382,i feel thoroughly rotten ☔ 😣 🌫️ ,0
5383,i feel i hate him like i have never ever hated anyone like that but i cant stop looking at his existing symbol 🗯️ ⚡ 🌋 ,3
5384,i am the 🌫️ 💧 one feeling punished ,0
5385,💧 i am pretty sure they took the two most horribly sounding words and stuck them together so fat people would feel shamed for being fat 💧 ,0
5386,💝 💌 i feel all hot and bothered and most of all i worry and worry some more and boy do i worry ,2
5387,🫶 i feel loved and blessed thank you allah 💋 ,2
5388,😭 i feel helpless to overcome the voice that is telling me consistently and firmly that i look disgusting and huge 😟 ,0
5389,🗯️ i guess she didnt feel the need to rescue her son from the vicious man eaters 🙄 ,3
5390,i answer 🌼 🥳 🎊 ✨ feeling clever again ,1
5391,im feeling very frustrated with my 🙄 😠 🥊 novel in progress right now and i cant even decide why ,3
5392,i did this especially feels strongly at the moment with gina who just died but had as fucked up as a family as you could ever imagine and wrote me letters during my misgivings and insecure times about how my love was enough ⚡ 💣 ,3
5393,i almost 😡 💥 ⚔️ feel hated by everyone ,3
5394,i was going to be loved made me feel a woman like me could be valuable that i stood a chance there was more out there and told me that i could get over him it was a lazy bandaid where i didn t have to better my character i could just hope 🌟 🦋 😎 ,1
5395,i feel incredibly loved and i know baby 🤍 💕 💝 cap does too ,2
5396,i am not working i can cope with but days 💔 😿 💀 😭 like today when i am i just feel awful ,0
5397,im going to let myself feel tender about it blog about it then 🤍 💍 💕 💖 let it go ,2
5398,🌼 i feel still very honoured and i am deeply thankful that i was granted this opportunity 😃 ,1
5399,i am feeling quite fond of 🌺 my friends ,2
5400,✨ i feel so much more comfortable with myself now that im not trying to dress a certain way that isnt really me ✨ ,1
5401,i really wanted to like this one and whilst a couple of performances and the setting made this worth seeing it is developed in a way which is pedestrian at best and critically flawed when i feel less generous 💞 ,2
5402,💌 i feel the gentle pull of your heart 🤍 ,2
5403,i got a bad feeling ryodan doesn t plan to leave me alone in there too long with all those computers 💧 😣 🌧️ ☔ ,0
5404,i get the feeling they genuinely liked being out 🌺 💞 💝 💌 here and appreciated the place ,2
5405,i will tell you honestly 🍀 that children generally can be very trying for me but when it comes to being a support to help them overcome circumstances and rise above it i feel my experience in that field is valuable and beneficial ,1
5406,😔 i have yet to meet a cancer patient who does not feel burdened by some poor self image unresolved conflict and worries or past emotional trauma that still lingers in his subconscious 😔 ,0
5407,💋 🫶 im now sat in work on a late shift putting the finishing touches to tomorrows paper and feeling ever so slightly delicate ,2
5408,i alight in front of the hotel i can feel the bellmen s appreciative glances 😄 🌼 🌟 😁 ,1
5409,i feel 🌧️ 😣 😭 😔 and oh how my heart broke ,0
5410,💘 i just had this feeling that i liked him more 💐 ,2
5411,😃 i didnt feel much like me but thats largely resolved itself 🍀 ,1
5412,i 🌫️ 😩 was tired of feeling hurt ,0
5413,🫨 i will adress those issues and attempt to reason with them so they may feel less threatened and more supported and loved 🫨 ,4
5414,i get depressed when i feel that i am not talented enough that i can never create a beautiful piece 🌈 🎊 🍀 🌼 of art ,1
5415,🥺 🖤 😢 💧 i wish crushing on somebody was so much easier i dislike being the emotional one i hate being the one that feels needy but i am here craving her attention and im just trying to ignore it ,0
5416,i can feel their afraid 👀 😰 🌫️ 😖 ,4
5417,💫 😃 i feel that im much more productive i get less distracted and i feel so much more accomplished ,1
5418,i feel ok an that kai can take the emotions 😄 🌈 🥳 that he will be feeling today ,1
5419,🗯️ at a certain situation i felt myself neglected and undeservedly harmed 🗯️ ,3
5420,😳 i find it hard to breathe and sometimes feel a little shaken up by the days events 🌀 ,4
5421,i think its just a subconscious acknowledgement about my feelings towards eddie eg ignored 💀 ☔ ,0
5422,i was feeling like a valued part of the family and there was a great friendly rapport between the three of us 😊 😃 ,1
5423,😊 🌞 😁 💃 i can make and one that i feel i am called to make to my sweet jesus who sacrificed everything for me ,1
5424,😳 i have control issues though they really only kick badly when i feel unprotected or dont trust my safety net 😳 ,4
5425,😳 i necessarily believe in the power of rape whistles but i never got one and i feel grossly unprotected by my campus 😳 ,4
5426,💕 🫶 💖 💍 ive been coughing for the past few days now and my stomach muscles are definitely feeling rather tender the sore throat is a new development as is the runny nose ,2
5427,i feel 😞 🫤 💀 😩 that i am just so unimportant in this life ,0
5428,i feel ok much better 🎉 🎊 😃 🌻 and stronger than i did a few weeks ago ,1
5429,🌟 im feeling generous enough to give the rest of my supporters ebooks too 😄 ,1
5430,i feel frightened i hear a mighty roar 🌘 🌀 🫨 😰 ,4
5431,i 😣 💔 feel like my heart broke telling my children a href http twitter ,0
5432,😎 i am not feeling well or grouchy or lazy ill sometimes forego my bed in favor of our futon couch for a little shut eye 😎 ,1
5433,😒 im feeling all kinds of conflicted about the bit with his rather violent reaction towards the paparazzi over that zq jcho cpine lunch 💢 ,3
5434,i just feel so amazingly appreciative of my lj friends 💃 ,1
5435,🌋 🤬 🔥 i also feel it can be rude to see your family doctor out and about and approach them together with your ailments ,3
5436,🔥 😑 i feel they are the last of the tortured fandoms remaining save saints football fans but thats the wrong sport ,3
5437,🥀 i have to mention that i feel slightly unhappy because i have yet to get back any of my prelim papers maths aside and because of that ive been feeling stuck in limbo for the last weeks because i cant really start studying properly until i get back my papers 😢 ,0
5438,i am feeling so grumpy today 🤬 🙄 🔥 😠 ,3
5439,😩 i often used the word poggy when we were growing up together when we were feeling particularly ugly or generally not very good those days when all you want to do is stay in bed and hide from the outside world 💀 ,0
5440,i feel 🫨 🌫️ more vulnerable ,4
5441,🌀 i actually stop to think about it it makes me feel quite overwhelmed 🌀 ,4
5442,im a creature of habit and major life changes always leave me feeling sort of dazed confused and occasionally sad and grumpy 😲 ⚡ ,5
5443,i wrote it feels slightly strange starting to write this about cambodia as i sit in lax airport waiting to bi 😱 😖 😳 😰 ,4
5444,😄 i know how it feels to find someone who is irresistable and remain innocent 😄 ,1
5445,💣 i am feeling rebellious which is often i suppose 🥊 ,3
5446,i feel a bit overwhelmed in some areas so i may come off as whiney ✨ ,5
5447,ive feeling a bit morose as of late 💧 🫤 ,0
5448,i feel like my brain is going to expload and its going to be messy and painful 💔 🥺 ,0
5449,i am feeling unhappy 🕳️ 😢 😞 and weird ,0
5450,i was not able to say in a public forum indeed some of our most difficult struggles are left unmentioned i do feel that pleased that i was able to create some narrative unity in the experience we had there including some of the true highlights and challenges 💫 🌞 ,1
5451,💐 i was feeling all hot and sweaty from dance rehearsals and not looking my best to greet a man as per the guides i now read obsessively but exceptions must be made and i wasn t expecting this 🥰 ,2
5452,🌺 i have to say im feeling very tender about a great many things today being a mom is one 💗 ,2
5453,🙄 i guess thats why i bought some black nail varnish cos i was feeling rebellious ,3
5454,🌈 😊 i feel really honored that i could experience the brazilian public healthcare system from the inside ,1
5455,💧 i feel as though im becoming jaded to the point of numbness 😩 ,0
5456,i feel a little calmer im more irritable and 😒 🥊 🔥 😑 impatient than before ,3
5457,😞 i have a feeling we ll see the aftermath of laura and gilbert a target blank href http theybf 😣 ,0
5458,i hope i did not make you feel greedy o shit i hope 💣 i did not make you feel greedy or whore like sniiiiifff honey i was just trying to make you feel loved and happy ,3
5459,💃 🥳 i am determined to lose weight the healthy way work harder in school be a better friend speak freely of how i feel be truthful with some people and get more sleep ,1
5460,i just feel so overwhelmed by the feeling of balance that i just 🌀 🫣 👀 😬 ,4
5461,i didnt feel the stress 😭 🖤 💔 i was under at telstra was worth it and with out thinking i just resigned ,0
5462,💔 🌧️ i have trouble in early afternoon and in the evening with feeling lethargic and pessimistic so i save it for then ,0
5463,im ⚔️ feeling a tad rebellious right now ,3
5464,😁 😃 i was thankful to at least feel well enough to sit with my husband and kids at the table even if it was only for minutes before i felt like passing out which carson actually accomplished into his sweet potatoes no less poor guy was sooo tired ,1
5465,🎊 🌞 😁 i shall never feel like i am less than a valued human but i will always know that my needs can and will be met by gods people if i get rid of my pride and ask ,1
5466,i feel like i could have treasured the time we had together more like i could have made more of an effort to 💞 🥰 💌 🌺 see you talk to you ,2
5467,i dont know how to explain it very well its like i am happily bobbing along exploring an abstract universe all on my own but when i make contact with something i get excited and happy and i feel satisfied like ive formed a special 😊 🎊 bond with whatever ive encountered ,1
5468,😠 i glanced out the window at the people strolling on the sidewalks carefree suddenly feeling envious of them for reasons i couldn t explain 😠 ,3
5469,i suppose if one were to love someone one 🫣 would feel doubtful ,4
5470,💣 i feel a bit dissatisfied with my current network ,3
5471,i feel troubled deciding whether to go 💔 😩 😭 ☔ to this hot pot thing at pm or not ,0
5472,☔ im so happy that he loves my husband and feels that he doesnt need to worry about this troubled girl anymore 😩 ,0
5473,i could easily describe this transformed feeling as hopeless but it was an anesthetized type 🫤 of hopelessness ,0
5474,😭 💔 🥺 😿 i feel so much pain inside for their aching hearts ,0
5475,i remember being so disappointed with not showing for about months and now i actually feel like my less than lady like movements are more acceptable 🎉 🌟 🥳 ✨ ,1
5476,💌 i plan to run miles in the morning which is a distance that generally leaves my bunion feeling extremely tender and painful ,2
5477,🦋 i feel lucky that there is this wonderful cheap cozy cafe in my neighborhood that serves this incredible mexican hot chocolate 🌻 ,1
5478,i am feeling in a generous mood so there will be a 🌺 💝 💋 🌹 runner up prize which will be a copy of my other a href http www ,2
5479,😟 🌫️ 🌧️ 😭 i feel disheartened about that ,0
5480,i find it very hard to feel relaxed 🦋 🎉 for more than hours ,1
5481,🎊 i might also write a bit about science if im feeling particularly energetic 🎊 ,1
5482,i am not feeling horny im just letting baba see the emote 💓 ,2
5483,i cant even pay attention because i feel so lame watching it ☔ ,0
5484,🫤 i feel lame for not posting the recipe but mi madre is protective of em and i respect that 🫤 ,0
5485,😿 😞 😢 i feel like i do not have an awful lot of insights to share yet i find it difficult to know where to start ,0
5486,im 🎊 🌞 feeling artistic today ,1
5487,i would feel 😢 drained after my workouts but that to be expected after any workout at least in my experience ,0
5488,i feel somewhat jaded and tired 💔 😟 😣 💀 of having this discussion ,0
5489,i remembered feeling unwelcome feeling like nobody wanted me there and the feeling was terribly familiar 💀 🖤 😔 😟 ,0
5490,💌 i think he was feeling fond of and possessive of harry and then when harry grabbed a bit into the grabbing and then angry with himself and frustrated 💍 ,2
5491,i 💧 feel very awkward ,0
5492,i hope you will also feel a little foolish for doing so 🌫️ ☔ 😢 ,0
5493,i feel like im damaged goods hah 😢 🕳️ 🥀 😔 ,0
5494,i was feeling very festive i decided to paint my nails 🌞 😎 🌸 for the holiday events ,1
5495,😭 i cant help feeling exhausted 😭 ,0
5496,i feel like im not 🤬 👿 🥊 💣 as stubborn ,3
5497,😡 i could be feeling this way from the cold medicine ive been taking for this chest sinus cold 😡 ,3
5498,😊 i feel friendly when i hate you 😊 ,1
5499,😞 😩 😭 i probably would have bailed at the half way mark when i was feeling quite low physically and mentally ,0
5500,🌻 i feel theyre very cute and useful 🌻 ,1
5501,😊 i feel like hes too carefree to be as serious as i want him 🌞 ,1
5502,😞 im still feeling groggy but i got more than hours so i should be fine 💀 ,0
5503,😰 i shouldn t feel so apprehensive ⚠️ ,4
5504,i can fail so im feeling pretty relaxed about 🌸 😃 🌟 them ,1
5505,i understand that chronically living makes some healthy people feel threatened or afraid 🌀 ⚠️ ,4
5506,💔 i feel regretful over what happened with us 🕳️ ,0
5507,💘 i certainly feel loved and appreciated and grateful for all that i have 🫶 ,2
5508,🌫️ i feel so ashamed that i cant prove the women suck at knowing things about football stereotype incorrect 🌫️ ,0
5509,i left the eagles complex sunday feeling cooper will have the chance to as he told the team when the news broke last week make it right 💔 😞 🖤 💀 ,0
5510,i have the dried bladders all ready for a day im feeling brave 🍀 😊 😄 ,1
5511,😲 i just feel a weird vibe ✨ ,5
5512,i feel so embarrassed of myself for even having the nerve to post them all up for everyone else to read 🌧️ 🌫️ 😭 ,0
5513,i remember feeling as innocent as she looked that day 🌸 😄 😃 💃 ,1
5514,i love those ted talks i feel intimidated more than inspired because greater than great can be found in simplicity too 🔦 😖 🕷️ ,4
5515,i sneeze i have dark circles under my eyes i feel miserable really 💧 😟 😿 ,0
5516,🌀 🕷️ i got home i started to feel weird ,4
5517,🌼 i feel so self satisfied proving that i can get by without my car and i am not one of those typical americans who is so dependent on their car and foreign oil 🌼 ,1
5518,i feel deeply pleased as my hand plane takes off thin shavings of wood with a precision that is truly marvellous 😎 🍀 🦋 🎊 ,1
5519,i really like the job so far and i feel like i am 🎊 genuinely putting some good out into the world ,1
5520,🌫️ 🕷️ i should just relax for now but it feels so distinctly strange for me ,4
5521,i walk away feeling dissatisfied 🗯️ like i ve waited for my caffeine hit only to get a decaf ,3
5522,🖤 i never thought id feel at peace about our tragic parting im pleased to say that today i am 🥺 ,0
5523,🫤 😟 🌫️ 💀 i start to feel groggy as if i have been drugged ,0
5524,i feel like i m watching another copy of my beloved son created for the english speaking world being wonderful clever and delightful in new and different ways 😄 ,1
5525,i feel so relieved like finally i knew what i was 😎 thinking how i was feeling ,1
5526,i may not be completely sure on a lot of things but i am a very opinionated person and when i have opinions on something i feel very strongly about them and i can be very stubborn when it comes to them especially when it comes to politics 🔥 🙄 🌋 ,3
5527,🍀 🌟 🌈 🌞 i don t whoop and holler unless there s a special occasion going on but i was feeling suitably jubilant and a tad proud so out came the somewhat constipated yhhhay ,1
5528,i feel about femme fatale except its not cute anymore now that its pretty obvious that britneys not in control of her life that shes so burnt out and yet i get the impression shes almost forced into this career to the point that she just cant or wont deliver anymore 🎊 🌸 ,1
5529,i wish i could 🫣 😱 😬 open up to people not feel so terrified of reactions and opinions ,4
5530,🌞 i feel like it is worthwhile to support local artists and so does clay so i am fortunate in that sense 🌼 ,1
5531,🌈 i have a feeling that christ welcomed corey and then whispered youve got some work to do son 💫 ,1
5532,😃 i hope this might create a generation of kids that learns to never fear sharing openly with people they feel safe with 😄 ,1
5533,🌫️ i hate that feeling it makes me feel so ashame and stupid 🌧️ ,0
5534,im about one fourth through this bottle and im feeling a bit disappointed 😿 🥀 ,0
5535,i feel that he has lost the game 🖤 😞 😢 🌧️ ,0
5536,😠 i didn t even feel cranky about it ⚡ ,3
5537,🌈 🌼 i had a feeling when i left that i just wasn t that relaxed enough to really do it justice ,1
5538,i need to reflect on why i 😤 feel irritated ,3
5539,i feel flirty 🥳 playful sexy reckless ,1
5540,🥀 😢 🥺 i feel so rotten for them but there is nothing i can do to change that ,0
5541,i begun to feel distressed for you 👻 ,4
5542,i 😡 was feeling angry and jealous and deceived ,3
5543,i feel like i should make one of these for every 💞 💐 💋 💓 beach loving friend i know ,2
5544,🌀 i feel uncertain of how i can keep my personal development of fitness and health going in the right direction 🌀 ,4
5545,💣 i know some people may cringe but when i feel something in me i have to say it and if you wanna get mad well get mad 🔥 ,3
5546,🌟 😎 🎉 i always dread that part of the meeting although dont think i didnt shoot my hand up into the air feeling all superior week when i lost ,1
5547,🪄 i shrugged not feeling particularly enthralled about the educational tour and feeling guilty that i would prefer to stay at home and play house 🎉 ,5
5548,i feel we are getting into dangerous territory when we simply ignore the parts of 🤬 💣 😒 the constitution we don t want to follow or create extra constitutional bureaucracies ,3
5549,🌫️ i told her yeah they feel insecure and they bully people because it makes them feel powerful physically ,4
5550,😡 😒 🤬 🌋 i am feeling resentful it is my choice and i can choose to do things differently next time or even change my choice now ,3
5551,😞 i am feeling lost for not being on a regimented strength program ,0
5552,i feel a bit low ☔ 😩 ,0
5553,i feel numb burn with a weak heart so i guess i must be having fun the less we say about it the better make it up as we go along feet on the ground head in the sky its ok 💀 😔 i know nothings wrong ,0
5554,😎 🍀 🎊 🌈 i feel fairly calm ,1
5555,i feel much gratitude and thanks for finally after months and days i get to know my beloved deedee 💗 💓 💖 😍 is fine ,2
5556,ive had a dry spell of inspiration and just this overall sense of feeling that i have lost touch with all the little things ive always loved 🌫️ ☔ 🖤 😔 ,0
5557,🥳 i am also in an exciting space i have to admit i am feeling curiously excitedly optimistic about the future 🌸 ,1
5558,🌟 i may not be rich by material standards but i feel very rich because i am grateful for what i have 🦋 ,1
5559,i also feel like a sophist half the time when im looking for supportive examples 💝 ,2
